locus_tag	ftype	length_bp	gene	EC_number	COG	product
NKFGLIEL_00720	CDS	2376	xpkA	4.1.2.9		Xylulose-5-phosphate phosphoketolase
NKFGLIEL_00721	CDS	666				hypothetical protein
NKFGLIEL_00722	CDS	978				hypothetical protein
NKFGLIEL_00723	CDS	603				hypothetical protein
NKFGLIEL_00724	CDS	525				hypothetical protein
NKFGLIEL_00725	CDS	390				hypothetical protein
NKFGLIEL_00726	CDS	933				hypothetical protein
NKFGLIEL_00727	CDS	411				hypothetical protein
NKFGLIEL_00728	CDS	702				hypothetical protein
NKFGLIEL_00729	CDS	900				hypothetical protein
NKFGLIEL_00730	CDS	366				hypothetical protein
NKFGLIEL_00731	CDS	171				hypothetical protein
NKFGLIEL_00732	CDS	138				hypothetical protein
NKFGLIEL_00733	CDS	1389	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
NKFGLIEL_00734	CDS	774				hypothetical protein
NKFGLIEL_00735	CDS	240				hypothetical protein
NKFGLIEL_00736	CDS	306				Thioredoxin C-1
NKFGLIEL_00737	CDS	825	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
NKFGLIEL_00738	CDS	1047			COG1840	putative protein
NKFGLIEL_00739	CDS	1110	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
NKFGLIEL_00740	CDS	1665				hypothetical protein
NKFGLIEL_00741	CDS	1719				hypothetical protein
NKFGLIEL_00742	CDS	774			COG4753	putative response regulatory protein
NKFGLIEL_00743	CDS	1161	ybjJ			Inner membrane protein YbjJ
NKFGLIEL_00744	CDS	1401		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
NKFGLIEL_00745	CDS	771	fabG2_2	1.-.-.-		putative oxidoreductase
NKFGLIEL_00746	CDS	999				hypothetical protein
NKFGLIEL_00747	CDS	864	tcyJ		COG0834	L-cystine-binding protein TcyJ
NKFGLIEL_00748	CDS	795	tcyL		COG0765	L-cystine transport system permease protein TcyL
NKFGLIEL_00749	CDS	708	yxeN			putative amino-acid permease protein YxeN
NKFGLIEL_00750	CDS	750	tcyN	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
NKFGLIEL_00751	CDS	1338	dapE_2	3.5.1.18		Succinyl-diaminopimelate desuccinylase
NKFGLIEL_00752	CDS	702				hypothetical protein
NKFGLIEL_00753	CDS	1215	patB_1	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
NKFGLIEL_00754	CDS	1338		2.8.3.-	COG0427	Butanoate coenzyme A-transferase
NKFGLIEL_00755	CDS	921	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
NKFGLIEL_00756	CDS	678	znuC	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
NKFGLIEL_00757	CDS	819	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
NKFGLIEL_00758	CDS	459	fur_2		COG0735	Ferric uptake regulation protein
NKFGLIEL_00759	CDS	771				hypothetical protein
NKFGLIEL_00760	CDS	315	ziaR			Transcriptional repressor SmtB 
NKFGLIEL_00761	CDS	498				hypothetical protein
NKFGLIEL_00762	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
NKFGLIEL_00763	CDS	930				hypothetical protein
NKFGLIEL_00764	CDS	1662	rnjA	3.1.-.-	COG0595	Ribonuclease J1
NKFGLIEL_00765	CDS	957				hypothetical protein
NKFGLIEL_00766	CDS	2010	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
NKFGLIEL_00767	CDS	447	rplI			50S ribosomal protein L9
NKFGLIEL_00768	CDS	1908	lon	3.4.21.53		Lon protease
NKFGLIEL_00769	CDS	1326	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
NKFGLIEL_00770	CDS	873	queG_1	1.17.99.6	COG1600	Epoxyqueuosine reductase
NKFGLIEL_00771	CDS	774	nanR			Transcriptional regulator NanR
NKFGLIEL_00772	CDS	510				hypothetical protein
NKFGLIEL_00773	CDS	801	fliY_1		COG0834	L-cystine-binding protein FliY
NKFGLIEL_00774	CDS	804	fliY_2		COG0834	L-cystine-binding protein FliY
NKFGLIEL_00775	CDS	651	yecS		COG0765	L-cystine transport system permease protein YecS
NKFGLIEL_00776	CDS	768	artM		COG1126	Arginine transport ATP-binding protein ArtM
NKFGLIEL_00777	CDS	1443	pgi	5.3.1.9		Glucose-6-phosphate isomerase
NKFGLIEL_00778	CDS	996	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
NKFGLIEL_00779	CDS	585				hypothetical protein
NKFGLIEL_00780	CDS	1149	pilQ			Type IV pilus biogenesis and competence protein PilQ
NKFGLIEL_00781	CDS	378	crcB		COG0239	Putative fluoride ion transporter CrcB
NKFGLIEL_00782	CDS	1299	brnQ_3		COG1114	Branched-chain amino acid transport system 2 carrier protein
NKFGLIEL_00783	CDS	1281	metY	2.5.1.-		O-acetyl-L-homoserine sulfhydrylase
NKFGLIEL_00784	CDS	942		3.5.5.7	COG0388	Nitrilase
NKFGLIEL_00785	CDS	1185	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
NKFGLIEL_00786	CDS	1938	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
NKFGLIEL_00787	CDS	834	pdxK_1	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
NKFGLIEL_00788	CDS	366				hypothetical protein
NKFGLIEL_00789	CDS	1167				hypothetical protein
NKFGLIEL_00790	CDS	432				hypothetical protein
NKFGLIEL_00791	CDS	1464	arnT_2	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
NKFGLIEL_00792	CDS	1473	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
NKFGLIEL_00793	CDS	693	regX3_1		COG0745	Sensory transduction protein regX3
NKFGLIEL_00794	CDS	1041	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
NKFGLIEL_00795	CDS	414				hypothetical protein
NKFGLIEL_00796	CDS	1446	atoC		COG2204	Regulatory protein AtoC
NKFGLIEL_00797	CDS	1359				hypothetical protein
NKFGLIEL_00798	CDS	321				hypothetical protein
NKFGLIEL_00799	CDS	1260	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
NKFGLIEL_00800	CDS	450				hypothetical protein
NKFGLIEL_00801	CDS	1377				hypothetical protein
NKFGLIEL_00802	CDS	1293	citN		COG2851	Citrate transporter
NKFGLIEL_00803	CDS	609	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
NKFGLIEL_00804	CDS	918				IS200/IS605 family transposase ISBth16
NKFGLIEL_00805	CDS	1107	ychF		COG0012	Ribosome-binding ATPase YchF
NKFGLIEL_00806	CDS	1242	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
NKFGLIEL_00807	CDS	1218	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
NKFGLIEL_00808	CDS	705	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
NKFGLIEL_00809	CDS	1137	macA		COG0845	Macrolide export protein MacA
NKFGLIEL_00810	CDS	1701				hypothetical protein
NKFGLIEL_00811	CDS	1023	asrA		COG1145	Anaerobic sulfite reductase subunit A
NKFGLIEL_00812	CDS	810	asrB		COG0543	Anaerobic sulfite reductase subunit B
NKFGLIEL_00813	CDS	1050	asrC_1	1.8.1.-	COG2221	Anaerobic sulfite reductase subunit C
NKFGLIEL_00814	CDS	762	nirC_1		COG2116	Nitrite transporter NirC
NKFGLIEL_00815	CDS	741				hypothetical protein
NKFGLIEL_00816	CDS	330				hypothetical protein
NKFGLIEL_00817	CDS	660				hypothetical protein
NKFGLIEL_00818	CDS	1311	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
NKFGLIEL_00819	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
NKFGLIEL_00820	CDS	933	cysK	2.5.1.47		Cysteine synthase
NKFGLIEL_00821	CDS	1479				hypothetical protein
NKFGLIEL_00822	CDS	222				hypothetical protein
NKFGLIEL_00823	CDS	210				hypothetical protein
NKFGLIEL_00824	CDS	822	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
NKFGLIEL_00825	CDS	447	mec	3.13.1.6	COG1310	CysO-cysteine peptidase
NKFGLIEL_00826	CDS	864	asrC_2	1.8.1.-	COG2221	Anaerobic sulfite reductase subunit C
NKFGLIEL_00827	CDS	240				hypothetical protein
NKFGLIEL_00828	CDS	993	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
NKFGLIEL_00829	CDS	1527	nasF	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
NKFGLIEL_00830	CDS	948	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
NKFGLIEL_00831	CDS	657	cysG		COG0007	Siroheme synthase
NKFGLIEL_00832	CDS	840	dacF	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
NKFGLIEL_00833	CDS	708	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
NKFGLIEL_00834	CDS	870				hypothetical protein
NKFGLIEL_00835	CDS	444				hypothetical protein
NKFGLIEL_00836	CDS	789				hypothetical protein
NKFGLIEL_00837	CDS	282				hypothetical protein
NKFGLIEL_00838	CDS	213				hypothetical protein
NKFGLIEL_00839	CDS	1218	hisZ			ATP phosphoribosyltransferase regulatory subunit
NKFGLIEL_00840	CDS	633	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
NKFGLIEL_00841	CDS	1293	hisD	1.1.1.23		Histidinol dehydrogenase
NKFGLIEL_00842	CDS	1086	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
NKFGLIEL_00843	CDS	585	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
NKFGLIEL_00844	CDS	615	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
NKFGLIEL_00845	CDS	717	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
NKFGLIEL_00846	CDS	765	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
NKFGLIEL_00847	CDS	717	hisI	3.6.1.31		Histidine biosynthesis bifunctional protein HisIE
NKFGLIEL_00848	CDS	1125				hypothetical protein
NKFGLIEL_00849	CDS	1182	yxeP_3	3.-.-.-	COG1473	putative hydrolase YxeP
NKFGLIEL_00850	CDS	855	queG_2	1.17.99.6		Epoxyqueuosine reductase
NKFGLIEL_00851	CDS	825	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
NKFGLIEL_00852	CDS	339				hypothetical protein
NKFGLIEL_00853	CDS	675	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
NKFGLIEL_00854	CDS	1257	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
NKFGLIEL_00855	CDS	1266	uraA		COG2233	Uracil permease
NKFGLIEL_00856	CDS	1110		1.8.-.-	COG0502	[FeFe] hydrogenase maturase subunit HydE
NKFGLIEL_00857	tRNA	89				tRNA-Ser(tga)
NKFGLIEL_00858	CDS	1188	xerC_3			Tyrosine recombinase XerC
NKFGLIEL_00859	CDS	516				hypothetical protein
NKFGLIEL_00860	CDS	219				hypothetical protein
NKFGLIEL_00861	CDS	237				hypothetical protein
NKFGLIEL_00862	CDS	222				hypothetical protein
NKFGLIEL_00863	CDS	2352				hypothetical protein
NKFGLIEL_00864	CDS	177				hypothetical protein
NKFGLIEL_00865	CDS	186				hypothetical protein
NKFGLIEL_00866	CDS	435				hypothetical protein
NKFGLIEL_00867	CDS	177				hypothetical protein
NKFGLIEL_00868	CDS	474				hypothetical protein
NKFGLIEL_00869	CDS	849				hypothetical protein
NKFGLIEL_00870	CDS	444				hypothetical protein
NKFGLIEL_00871	CDS	288				hypothetical protein
NKFGLIEL_00872	CDS	1506	guaB_1	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
NKFGLIEL_00873	CDS	1725	ilvD_5	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
NKFGLIEL_00874	CDS	1098				hypothetical protein
NKFGLIEL_00875	CDS	2016	pbpF		COG0744	Penicillin-binding protein 1F
NKFGLIEL_00876	CDS	2403	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
NKFGLIEL_00877	CDS	642	ccpN		COG0517	Transcriptional repressor CcpN
NKFGLIEL_00878	CDS	822	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
NKFGLIEL_00879	CDS	4863				hypothetical protein
NKFGLIEL_00880	CDS	993				hypothetical protein
NKFGLIEL_00881	CDS	1071				hypothetical protein
NKFGLIEL_00882	CDS	192	rpmB		COG0227	50S ribosomal protein L28
NKFGLIEL_00883	CDS	2034	recG	3.6.4.12		ATP-dependent DNA helicase RecG
NKFGLIEL_00884	CDS	729	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
NKFGLIEL_00885	CDS	639	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
NKFGLIEL_00886	CDS	675				hypothetical protein
NKFGLIEL_00887	CDS	1251				hypothetical protein
NKFGLIEL_00888	CDS	756	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
NKFGLIEL_00889	CDS	1386	alsT_1		COG1115	Amino-acid carrier protein AlsT
NKFGLIEL_00890	tRNA	84				tRNA-Leu(caa)
NKFGLIEL_00891	CDS	252				hypothetical protein
NKFGLIEL_00892	CDS	504	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
NKFGLIEL_00893	CDS	192	tatAd			Sec-independent protein translocase protein TatAd
NKFGLIEL_00894	CDS	744	tatC		COG0805	Sec-independent protein translocase protein TatC
NKFGLIEL_00895	CDS	3438	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
NKFGLIEL_00896	CDS	1200	sbnD_1			Staphyloferrin B transporter
NKFGLIEL_00897	CDS	933	oppB		COG0601	Oligopeptide transport system permease protein OppB
NKFGLIEL_00898	CDS	915	oppC		COG1173	Oligopeptide transport system permease protein OppC
NKFGLIEL_00899	CDS	996	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
NKFGLIEL_00900	CDS	969	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
NKFGLIEL_00901	CDS	1575	dppE		COG4166	Dipeptide-binding protein DppE
NKFGLIEL_00902	CDS	930	ykfA_2	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
NKFGLIEL_00903	CDS	1194		3.5.1.47		N-acetyldiaminopimelate deacetylase
NKFGLIEL_00904	CDS	1395	pbuG_2		COG2252	Guanine/hypoxanthine permease PbuG
NKFGLIEL_00905	CDS	4305				hypothetical protein
NKFGLIEL_00906	tRNA	76				tRNA-His(gtg)
NKFGLIEL_00907	tRNA	75				tRNA-Gln(ttg)
NKFGLIEL_00908	tRNA	76				tRNA-Lys(ttt)
NKFGLIEL_00909	CDS	1455				hypothetical protein
NKFGLIEL_00910	CDS	447				Putative universal stress protein
NKFGLIEL_00911	CDS	1755				hypothetical protein
NKFGLIEL_00912	CDS	666				hypothetical protein
NKFGLIEL_00913	CDS	1296				hypothetical protein
NKFGLIEL_00914	CDS	1236	roo	1.-.-.-		Rubredoxin-oxygen oxidoreductase
NKFGLIEL_00915	CDS	156				hypothetical protein
NKFGLIEL_00916	CDS	1257				hypothetical protein
NKFGLIEL_00917	CDS	744				hypothetical protein
NKFGLIEL_00918	CDS	429				hypothetical protein
NKFGLIEL_00919	CDS	1665	argS	6.1.1.19		Arginine--tRNA ligase
NKFGLIEL_00920	CDS	1611	pyrG	6.3.4.2		CTP synthase
NKFGLIEL_00921	CDS	1356	rnfC	7.1.1.-	COG4656	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C
NKFGLIEL_00922	CDS	1038	rnfD	7.1.1.-	COG4658	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D
NKFGLIEL_00923	CDS	549	rnfG	7.2.1.2	COG4659	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit G
NKFGLIEL_00924	CDS	624	rnfE	7.2.1.2	COG4660	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit E
NKFGLIEL_00925	CDS	576	rnfA	7.-.-.-		Ion-translocating oxidoreductase complex subunit A
NKFGLIEL_00926	CDS	864	rnfB	7.2.1.2	COG2878	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit B
NKFGLIEL_00927	CDS	1059	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
NKFGLIEL_00928	CDS	450	lrp		COG1522	Leucine-responsive regulatory protein
NKFGLIEL_00929	CDS	735	rsxB			Electron transport complex subunit RsxB
NKFGLIEL_00930	CDS	666				hypothetical protein
NKFGLIEL_00931	CDS	1593	mggB_1	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
NKFGLIEL_00932	CDS	741	deoD_2	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
NKFGLIEL_00933	CDS	720				hypothetical protein
NKFGLIEL_00934	CDS	1218	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
NKFGLIEL_00935	CDS	1404		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
NKFGLIEL_00936	CDS	333	ftsL_2			Cell division protein FtsL
NKFGLIEL_00937	CDS	438	yugI		COG1098	General stress protein 13
NKFGLIEL_00938	CDS	909	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
NKFGLIEL_00939	CDS	1020	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
NKFGLIEL_00940	CDS	540	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
NKFGLIEL_00941	CDS	774	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
NKFGLIEL_00942	CDS	1134	ftsH_2	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
NKFGLIEL_00943	CDS	972	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
NKFGLIEL_00944	CDS	765	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
NKFGLIEL_00945	CDS	990	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
NKFGLIEL_00946	CDS	489	greA		COG0782	Transcription elongation factor GreA
NKFGLIEL_00947	CDS	1506	lysS	6.1.1.6		Lysine--tRNA ligase
NKFGLIEL_00948	CDS	1227				hypothetical protein
NKFGLIEL_00949	CDS	465				hypothetical protein
NKFGLIEL_00950	CDS	831	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
NKFGLIEL_00951	CDS	468				hypothetical protein
NKFGLIEL_00952	CDS	552				hypothetical protein
NKFGLIEL_00953	CDS	261				hypothetical protein
NKFGLIEL_00954	CDS	2112	feoB		COG0370	Fe(2+) transporter FeoB
NKFGLIEL_00955	CDS	834	ecfA1	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA1
NKFGLIEL_00956	CDS	867	ecfA2_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
NKFGLIEL_00957	CDS	801	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
NKFGLIEL_00958	CDS	798	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
NKFGLIEL_00959	CDS	687				hypothetical protein
NKFGLIEL_00960	CDS	1137				hypothetical protein
NKFGLIEL_00961	CDS	1527	lptD_1			LPS-assembly protein LptD
NKFGLIEL_00962	CDS	678	regX3_2		COG0745	Sensory transduction protein regX3
NKFGLIEL_00963	CDS	1722	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
NKFGLIEL_00964	CDS	1323	larA_1	5.1.2.1	COG3875	Lactate racemase
NKFGLIEL_00965	CDS	888	pstS1		COG0226	Phosphate-binding protein PstS 1
NKFGLIEL_00966	CDS	924				hypothetical protein
NKFGLIEL_00967	CDS	879	pstA		COG0581	Phosphate transport system permease protein PstA
NKFGLIEL_00968	CDS	864	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
NKFGLIEL_00969	CDS	651	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
NKFGLIEL_00970	CDS	936				hypothetical protein
NKFGLIEL_00971	CDS	855	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
NKFGLIEL_00972	CDS	747				hypothetical protein
NKFGLIEL_00973	CDS	162				hypothetical protein
NKFGLIEL_00974	CDS	1311	larA_2	5.1.2.1	COG3875	Lactate racemase
NKFGLIEL_00975	CDS	1401		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
NKFGLIEL_00976	CDS	915				hypothetical protein
NKFGLIEL_00977	CDS	393	yesS		COG2207	HTH-type transcriptional regulator YesS
NKFGLIEL_00978	CDS	369	cheB	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
NKFGLIEL_00979	CDS	1206				hypothetical protein
NKFGLIEL_00980	CDS	300				hypothetical protein
NKFGLIEL_00981	CDS	300	pduA_1		COG4577	Propanediol utilization protein PduA
NKFGLIEL_00982	CDS	1539	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
NKFGLIEL_00983	CDS	1137	adhE_2		COG1012	Aldehyde-alcohol dehydrogenase
NKFGLIEL_00984	CDS	2565	cutC	4.3.99.4	COG1882	Choline trimethylamine-lyase
NKFGLIEL_00985	CDS	960	cutD	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
NKFGLIEL_00986	CDS	351	pduU		COG4810	Propanediol utilization protein PduU
NKFGLIEL_00987	CDS	444	pduV		COG4917	Propanediol utilization protein PduV
NKFGLIEL_00988	CDS	672				hypothetical protein
NKFGLIEL_00989	CDS	843	ftsA			Cell division protein FtsA
NKFGLIEL_00990	CDS	309				hypothetical protein
NKFGLIEL_00991	CDS	261	ccmL			Carbon dioxide concentrating mechanism protein CcmL
NKFGLIEL_00992	CDS	1341	rsxC			Electron transport complex subunit RsxC
NKFGLIEL_00993	CDS	549				hypothetical protein
NKFGLIEL_00994	CDS	633	eutQ		COG4766	Ethanolamine utilization protein EutQ
NKFGLIEL_00995	CDS	687				hypothetical protein
NKFGLIEL_00996	CDS	1488	adhE_3		COG1012	Aldehyde-alcohol dehydrogenase
NKFGLIEL_00997	CDS	639	pduL	2.3.1.222	COG4869	Phosphate propanoyltransferase
NKFGLIEL_00998	CDS	297	pduA_2		COG4577	Propanediol utilization protein PduA
NKFGLIEL_00999	CDS	1068				hypothetical protein
NKFGLIEL_01000	CDS	267				hypothetical protein
NKFGLIEL_01001	CDS	2421				hypothetical protein
NKFGLIEL_01002	CDS	1284				hypothetical protein
NKFGLIEL_01003	CDS	639	rex		COG2344	Redox-sensing transcriptional repressor Rex
NKFGLIEL_01004	CDS	777	mtgA	2.4.2.-		Monofunctional biosynthetic peptidoglycan transglycosylase
NKFGLIEL_01005	CDS	1233	argG	6.3.4.5	COG0137	Argininosuccinate synthase
NKFGLIEL_01006	CDS	1434	argH	4.3.2.1	COG0165	Argininosuccinate lyase
NKFGLIEL_01007	CDS	834	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
NKFGLIEL_01008	CDS	459	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
NKFGLIEL_01009	CDS	813	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
NKFGLIEL_01010	CDS	816	lpxI	3.6.1.54	COG3494	UDP-2,3-diacylglucosamine pyrophosphatase LpxI
NKFGLIEL_01011	CDS	1143	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
NKFGLIEL_01012	CDS	1752		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
NKFGLIEL_01013	CDS	1341	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
NKFGLIEL_01014	CDS	1146	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
NKFGLIEL_01015	CDS	741	kpsU	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
NKFGLIEL_01016	CDS	840	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
NKFGLIEL_01017	CDS	972	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
NKFGLIEL_01018	CDS	534		3.1.3.103	COG1778	2-keto-3-deoxy-D-glycero-D-galacto-9-phosphonononic acid phosphatase
NKFGLIEL_01019	CDS	942	lpxL_2	2.3.1.241		Lipid A biosynthesis lauroyltransferase
NKFGLIEL_01020	CDS	561				hypothetical protein
NKFGLIEL_01021	CDS	735	lptD_2			LPS-assembly protein LptD
NKFGLIEL_01022	CDS	720	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
NKFGLIEL_01023	CDS	1089	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
NKFGLIEL_01024	CDS	1242				hypothetical protein
NKFGLIEL_01025	CDS	417				hypothetical protein
NKFGLIEL_01026	CDS	840				hypothetical protein
NKFGLIEL_01027	CDS	231				hypothetical protein
NKFGLIEL_01028	CDS	543	fapR		COG2050	Transcription factor FapR
NKFGLIEL_01029	CDS	1026	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
NKFGLIEL_01030	CDS	993	fabHA	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1
NKFGLIEL_01031	CDS	942	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
NKFGLIEL_01032	CDS	744	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NKFGLIEL_01033	CDS	246	acpP		COG0236	Acyl carrier protein
NKFGLIEL_01034	CDS	957				hypothetical protein
NKFGLIEL_01035	CDS	1254	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
NKFGLIEL_01036	CDS	714	rnc	3.1.26.3	COG0571	Ribonuclease 3
NKFGLIEL_01037	CDS	1089				hypothetical protein
NKFGLIEL_01038	CDS	1335	gudP_2			putative glucarate transporter
NKFGLIEL_01039	CDS	1407		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
NKFGLIEL_01040	CDS	774	xynR_3		COG1414	HTH-type transcriptional regulator XynR
NKFGLIEL_01041	CDS	1452	abfD_4	4.2.1.120		4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase
NKFGLIEL_01042	CDS	546		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
NKFGLIEL_01043	CDS	255				hypothetical protein
NKFGLIEL_01044	CDS	294	nfuA			Fe/S biogenesis protein NfuA
NKFGLIEL_01045	CDS	1098	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
NKFGLIEL_01046	CDS	1368		2.1.3.1	COG5016	Methylmalonyl-CoA carboxyltransferase 5S subunit
NKFGLIEL_01047	CDS	1059				IS200/IS605 family transposase ISBth16
NKFGLIEL_01048	CDS	489	guaB_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
NKFGLIEL_01049	CDS	849				hypothetical protein
NKFGLIEL_01050	CDS	942	rhaR			HTH-type transcriptional activator RhaR
NKFGLIEL_01051	CDS	1959	btuB_2			Vitamin B12 transporter BtuB
NKFGLIEL_01052	CDS	111				hypothetical protein
