locus_tag	ftype	length_bp	gene	EC_number	COG	product
FFHCJIBM_00720	CDS	750	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
FFHCJIBM_00721	CDS	1026	yhhS			putative MFS-type transporter YhhS
FFHCJIBM_00722	CDS	507	aroK_1	2.7.1.71	COG0703	Shikimate kinase 1
FFHCJIBM_00723	CDS	831	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
FFHCJIBM_00724	CDS	879	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
FFHCJIBM_00725	CDS	1092	aroC	4.2.3.5		Chorismate synthase
FFHCJIBM_00726	CDS	1290	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
FFHCJIBM_00727	CDS	1071	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
FFHCJIBM_00728	CDS	888	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
FFHCJIBM_00729	CDS	1023	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
FFHCJIBM_00730	CDS	165				hypothetical protein
FFHCJIBM_00731	CDS	903				hypothetical protein
FFHCJIBM_00732	CDS	789				hypothetical protein
FFHCJIBM_00733	CDS	819				hypothetical protein
FFHCJIBM_00734	CDS	744				hypothetical protein
FFHCJIBM_00735	CDS	885	sdhA_2	4.3.1.17		L-serine dehydratase, alpha chain
FFHCJIBM_00736	CDS	660	sdhB	4.3.1.17		L-serine dehydratase, beta chain
FFHCJIBM_00737	CDS	3636	addA_1	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
FFHCJIBM_00738	CDS	3411	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
FFHCJIBM_00739	CDS	984				hypothetical protein
FFHCJIBM_00740	CDS	750	allR		COG1414	HTH-type transcriptional repressor AllR
FFHCJIBM_00741	CDS	1053	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
FFHCJIBM_00742	CDS	1269	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
FFHCJIBM_00743	CDS	723	sapB		COG1285	Protein SapB
FFHCJIBM_00744	CDS	951				hypothetical protein
FFHCJIBM_00745	CDS	594			COG0586	putative membrane protein
FFHCJIBM_00746	CDS	1560	arnT_2	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
FFHCJIBM_00747	CDS	1611	arnT_3	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
FFHCJIBM_00748	CDS	681				hypothetical protein
FFHCJIBM_00749	CDS	4563	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
FFHCJIBM_00750	CDS	687				hypothetical protein
FFHCJIBM_00751	CDS	900	yicL		COG0697	putative inner membrane transporter YicL
FFHCJIBM_00752	CDS	888				hypothetical protein
FFHCJIBM_00753	CDS	627				hypothetical protein
FFHCJIBM_00754	CDS	1218				hypothetical protein
FFHCJIBM_00755	CDS	1005	panS_1		COG0385	Pantothenate precursors transporter PanS
FFHCJIBM_00756	CDS	573				hypothetical protein
FFHCJIBM_00757	CDS	678	ydfK_1		COG1811	putative membrane protein YdfK
FFHCJIBM_00758	CDS	1008	panS_2		COG0385	Pantothenate precursors transporter PanS
FFHCJIBM_00759	CDS	1653	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
FFHCJIBM_00760	CDS	504	ilvH_1	2.2.1.6	COG0440	Acetolactate synthase small subunit
FFHCJIBM_00761	CDS	1698	ilvB_1	2.2.1.6	COG0028	Acetolactate synthase large subunit
FFHCJIBM_00762	CDS	1011	ilvC_1	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
FFHCJIBM_00763	CDS	1236				hypothetical protein
FFHCJIBM_00764	CDS	837	folP	2.5.1.15		Dihydropteroate synthase
FFHCJIBM_00765	CDS	774	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
FFHCJIBM_00766	CDS	2997				hypothetical protein
FFHCJIBM_00767	CDS	1266	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
FFHCJIBM_00768	CDS	1401	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
FFHCJIBM_00769	CDS	1269				hypothetical protein
FFHCJIBM_00770	CDS	195				hypothetical protein
FFHCJIBM_00771	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
FFHCJIBM_00772	CDS	1188	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
FFHCJIBM_00773	CDS	591	thiE_1	2.5.1.3		Thiamine-phosphate synthase
FFHCJIBM_00774	CDS	522				hypothetical protein
FFHCJIBM_00775	CDS	417				hypothetical protein
FFHCJIBM_00776	CDS	645				hypothetical protein
FFHCJIBM_00777	CDS	399				hypothetical protein
FFHCJIBM_00778	CDS	558				hypothetical protein
FFHCJIBM_00779	CDS	414			COG0716	Flavodoxin
FFHCJIBM_00780	CDS	2172	ptsG	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
FFHCJIBM_00781	CDS	1113	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
FFHCJIBM_00782	tRNA	97				tRNA-SeC(tca)
FFHCJIBM_00783	CDS	192	tatAd			Sec-independent protein translocase protein TatAd
FFHCJIBM_00784	CDS	1086	gldA_1	1.1.1.6	COG0371	Glycerol dehydrogenase
FFHCJIBM_00785	CDS	615				hypothetical protein
FFHCJIBM_00786	CDS	1449				hypothetical protein
FFHCJIBM_00787	CDS	1305		2.8.3.-	COG0427	Butanoate coenzyme A-transferase
FFHCJIBM_00788	CDS	1452	abfD	4.2.1.120		4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase
FFHCJIBM_00789	CDS	300	nfuA			Fe/S biogenesis protein NfuA
FFHCJIBM_00790	CDS	732				hypothetical protein
FFHCJIBM_00791	CDS	237				hypothetical protein
FFHCJIBM_00792	CDS	669	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
FFHCJIBM_00793	CDS	1068				hypothetical protein
FFHCJIBM_00794	CDS	1191				hypothetical protein
FFHCJIBM_00795	CDS	1419	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
FFHCJIBM_00796	CDS	1278	rpoN		COG1508	RNA polymerase sigma-54 factor
FFHCJIBM_00797	CDS	1464	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
FFHCJIBM_00798	CDS	1035	hmo	1.1.3.46		4-hydroxymandelate oxidase
FFHCJIBM_00799	CDS	804	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
FFHCJIBM_00800	CDS	1284				hypothetical protein
FFHCJIBM_00801	CDS	168				hypothetical protein
FFHCJIBM_00802	CDS	1320				hypothetical protein
FFHCJIBM_00803	CDS	1338	dlsT_2		COG0814	putative serine transporter
FFHCJIBM_00804	CDS	708				hypothetical protein
FFHCJIBM_00805	CDS	369	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
FFHCJIBM_00806	tRNA	95				tRNA-Lys(ctt)
FFHCJIBM_00807	CDS	1257				IS200/IS605 family transposase ISAsp8
FFHCJIBM_00808	CDS	354				hypothetical protein
FFHCJIBM_00809	CDS	837				Iron-sulfur cluster carrier protein
FFHCJIBM_00810	CDS	1845				hypothetical protein
FFHCJIBM_00811	CDS	879	glcK	2.7.1.2	COG1940	Glucokinase
FFHCJIBM_00812	CDS	1146	nagZ	3.2.1.52		Beta-hexosaminidase
FFHCJIBM_00813	CDS	1155	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
FFHCJIBM_00814	CDS	288				hypothetical protein
FFHCJIBM_00815	CDS	1176	dinB	2.7.7.7	COG0389	DNA polymerase IV
FFHCJIBM_00816	CDS	942	gltC_2			HTH-type transcriptional regulator GltC
FFHCJIBM_00817	CDS	774				hypothetical protein
FFHCJIBM_00818	CDS	936				hypothetical protein
FFHCJIBM_00819	CDS	1011				hypothetical protein
FFHCJIBM_00820	CDS	666				hypothetical protein
FFHCJIBM_00821	CDS	870	cysL_2		COG0583	HTH-type transcriptional regulator CysL
FFHCJIBM_00822	CDS	477				hypothetical protein
FFHCJIBM_00823	CDS	798				hypothetical protein
FFHCJIBM_00824	CDS	1077				hypothetical protein
FFHCJIBM_00825	CDS	1407				hypothetical protein
FFHCJIBM_00826	CDS	1410				hypothetical protein
FFHCJIBM_00827	CDS	780				hypothetical protein
FFHCJIBM_00828	CDS	1668	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
FFHCJIBM_00829	CDS	2163				hypothetical protein
FFHCJIBM_00830	CDS	789	glvR		COG1737	HTH-type transcriptional regulator GlvR
FFHCJIBM_00831	CDS	1245				hypothetical protein
FFHCJIBM_00832	tRNA	76				tRNA-Val(tac)
FFHCJIBM_00833	tRNA	76				tRNA-Glu(ttc)
FFHCJIBM_00834	tRNA	76				tRNA-Lys(ttt)
FFHCJIBM_00835	tRNA	75				tRNA-Gln(ctg)
FFHCJIBM_00836	tRNA	76				tRNA-Asn(gtt)
FFHCJIBM_00837	tRNA	75				tRNA-Gly(gcc)
FFHCJIBM_00838	CDS	270				hypothetical protein
FFHCJIBM_00839	CDS	768	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
FFHCJIBM_00840	CDS	1938	metG	6.1.1.10		Methionine--tRNA ligase
FFHCJIBM_00841	CDS	846	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
FFHCJIBM_00842	CDS	735	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
FFHCJIBM_00843	CDS	846				hypothetical protein
FFHCJIBM_00844	CDS	987				hypothetical protein
FFHCJIBM_00845	CDS	669	tmk_1	2.7.4.9	COG0125	Thymidylate kinase
FFHCJIBM_00846	CDS	1470	speA	4.1.1.19	COG1982	Arginine decarboxylase
FFHCJIBM_00847	CDS	456	nudI	3.6.1.23		Nucleoside triphosphatase NudI
FFHCJIBM_00848	CDS	828	pdxK_1	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
FFHCJIBM_00849	CDS	552	bioY2		COG1268	Biotin transporter BioY2
FFHCJIBM_00850	CDS	4689				hypothetical protein
FFHCJIBM_00851	CDS	309				hypothetical protein
FFHCJIBM_00852	CDS	1467				hypothetical protein
FFHCJIBM_00853	CDS	294				hypothetical protein
FFHCJIBM_00854	CDS	357				hypothetical protein
FFHCJIBM_00855	CDS	447				hypothetical protein
FFHCJIBM_00856	CDS	165				hypothetical protein
FFHCJIBM_00857	CDS	726				hypothetical protein
FFHCJIBM_00858	CDS	207				hypothetical protein
FFHCJIBM_00859	CDS	501				hypothetical protein
FFHCJIBM_00860	CDS	780				hypothetical protein
FFHCJIBM_00861	CDS	888				hypothetical protein
FFHCJIBM_00862	CDS	1908				hypothetical protein
FFHCJIBM_00863	CDS	243				hypothetical protein
FFHCJIBM_00864	CDS	438				hypothetical protein
FFHCJIBM_00865	CDS	876				hypothetical protein
FFHCJIBM_00866	CDS	171				hypothetical protein
FFHCJIBM_00867	CDS	747				hypothetical protein
FFHCJIBM_00868	CDS	180				hypothetical protein
FFHCJIBM_00869	CDS	888				hypothetical protein
FFHCJIBM_00870	CDS	180				hypothetical protein
FFHCJIBM_00871	CDS	474				hypothetical protein
FFHCJIBM_00872	CDS	855				hypothetical protein
FFHCJIBM_00873	CDS	492				hypothetical protein
FFHCJIBM_00874	CDS	1068	xerC_2			Tyrosine recombinase XerC
FFHCJIBM_00875	CDS	369	rplL			50S ribosomal protein L7/L12
FFHCJIBM_00876	CDS	558	rplJ		COG0244	50S ribosomal protein L10
FFHCJIBM_00877	CDS	717	rplA			50S ribosomal protein L1
FFHCJIBM_00878	CDS	426	rplK		COG0080	50S ribosomal protein L11
FFHCJIBM_00879	CDS	540	nusG			Transcription termination/antitermination protein NusG
FFHCJIBM_00880	CDS	240	secE			Protein translocase subunit SecE
FFHCJIBM_00881	CDS	150	rpmGA			50S ribosomal protein L33 1
FFHCJIBM_00882	CDS	372				hypothetical protein
FFHCJIBM_00883	CDS	1437	aspA_1	4.3.1.1	COG1027	Aspartate ammonia-lyase
FFHCJIBM_00884	CDS	186	fdx		COG1141	Ferredoxin
FFHCJIBM_00885	CDS	1170	adh2_2	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
FFHCJIBM_00886	CDS	270				hypothetical protein
FFHCJIBM_00887	CDS	1383	yhdG_2		COG0531	putative amino acid permease YhdG
FFHCJIBM_00888	CDS	1296	eno	4.2.1.11		Enolase
FFHCJIBM_00889	rRNA	109				5S ribosomal RNA
FFHCJIBM_00890	rRNA	2909				23S ribosomal RNA
FFHCJIBM_00891	rRNA	1561				16S ribosomal RNA
FFHCJIBM_00892	CDS	2475	gyrA	5.6.2.3	COG0188	DNA gyrase subunit A
FFHCJIBM_00893	CDS	1344		2.8.3.-	COG0427	Butanoate coenzyme A-transferase
FFHCJIBM_00894	CDS	2067	fusA_1		COG0480	Elongation factor G
FFHCJIBM_00895	CDS	1194	yxeP_2	3.-.-.-	COG1473	putative hydrolase YxeP
FFHCJIBM_00896	CDS	1368	apeA	3.4.11.-	COG1362	putative M18 family aminopeptidase 1
FFHCJIBM_00897	CDS	894	rarD		COG2962	Protein RarD
FFHCJIBM_00898	CDS	612	cmk_2	2.7.4.25		Cytidylate kinase
FFHCJIBM_00899	CDS	723	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
FFHCJIBM_00900	CDS	660	glnP_1		COG0765	Glutamine transport system permease protein GlnP
FFHCJIBM_00901	CDS	783	glnH_3		COG0834	Glutamine-binding periplasmic protein
FFHCJIBM_00902	CDS	162		5.1.1.4	COG3938	Proline racemase
FFHCJIBM_00903	CDS	849		5.1.1.4	COG3938	Proline racemase
FFHCJIBM_00904	CDS	726	prdB	1.21.4.1		D-proline reductase subunit gamma
FFHCJIBM_00905	CDS	423				hypothetical protein
FFHCJIBM_00906	CDS	1758	prdA	1.21.4.1		D-proline reductase proprotein PrdA
FFHCJIBM_00907	CDS	1293	rsxC			Electron transport complex subunit RsxC
FFHCJIBM_00908	CDS	1455				hypothetical protein
FFHCJIBM_00909	CDS	1347		2.8.3.-	COG0427	Butanoate coenzyme A-transferase
FFHCJIBM_00910	CDS	933				hypothetical protein
FFHCJIBM_00911	CDS	393				hypothetical protein
FFHCJIBM_00912	CDS	1224	patB_2	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
FFHCJIBM_00913	CDS	702				hypothetical protein
FFHCJIBM_00914	CDS	543				hypothetical protein
FFHCJIBM_00915	CDS	372				hypothetical protein
FFHCJIBM_00916	CDS	366	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
FFHCJIBM_00917	CDS	1116				IS200/IS605 family transposase IS1341
FFHCJIBM_00918	CDS	243				hypothetical protein
FFHCJIBM_00919	CDS	1269	rpoN1		COG1508	RNA polymerase sigma-54 factor 1
FFHCJIBM_00920	CDS	1329	aspA_2	4.3.1.1	COG1027	Aspartate ammonia-lyase
FFHCJIBM_00921	CDS	1197	der_2			GTPase Der
FFHCJIBM_00922	CDS	747	nifH1_1	1.18.6.1		Nitrogenase iron protein 1
FFHCJIBM_00923	CDS	1227	bchB	1.3.7.7		Light-independent protochlorophyllide reductase subunit B
FFHCJIBM_00924	CDS	1356				hypothetical protein
FFHCJIBM_00925	CDS	1005	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
FFHCJIBM_00926	CDS	1059	hypD		COG0409	Hydrogenase maturation factor HypD
FFHCJIBM_00927	CDS	210	hybG		COG0298	Hydrogenase maturation factor HybG
FFHCJIBM_00928	CDS	2283	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
FFHCJIBM_00929	CDS	1035				hypothetical protein
FFHCJIBM_00930	CDS	1305				hypothetical protein
FFHCJIBM_00931	CDS	756	nifH1_2	1.18.6.1		Nitrogenase iron protein 1
FFHCJIBM_00932	CDS	252				hypothetical protein
FFHCJIBM_00933	CDS	1257	gltT			Proton/sodium-glutamate symport protein
FFHCJIBM_00934	CDS	207				hypothetical protein
FFHCJIBM_00935	CDS	249				hypothetical protein
FFHCJIBM_00936	rRNA	110				5S ribosomal RNA
FFHCJIBM_00937	rRNA	2909				23S ribosomal RNA
FFHCJIBM_00938	rRNA	1562				16S ribosomal RNA
FFHCJIBM_00939	CDS	351	dfx_2	1.15.1.2	COG2033	Desulfoferrodoxin
FFHCJIBM_00940	CDS	1149		1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
FFHCJIBM_00941	CDS	783	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
FFHCJIBM_00942	CDS	1461				hypothetical protein
FFHCJIBM_00943	CDS	1584	ydiF_1	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
FFHCJIBM_00944	CDS	1002				hypothetical protein
FFHCJIBM_00945	CDS	513	ftn	1.16.3.2	COG1528	Bacterial non-heme ferritin
FFHCJIBM_00946	CDS	915		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
FFHCJIBM_00947	CDS	1344				hypothetical protein
FFHCJIBM_00948	CDS	2046				hypothetical protein
FFHCJIBM_00949	CDS	180				hypothetical protein
FFHCJIBM_00950	CDS	912				hypothetical protein
FFHCJIBM_00951	CDS	1161				hypothetical protein
FFHCJIBM_00952	CDS	885				hypothetical protein
FFHCJIBM_00953	CDS	609		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
FFHCJIBM_00954	CDS	750	xynR		COG1414	HTH-type transcriptional regulator XynR
FFHCJIBM_00955	CDS	1176	mdtA_1			Multidrug resistance protein MdtA
FFHCJIBM_00956	CDS	246				hypothetical protein
FFHCJIBM_00957	CDS	591	recR		COG0353	Recombination protein RecR
FFHCJIBM_00958	CDS	318			COG0718	Nucleoid-associated protein
FFHCJIBM_00959	CDS	1920	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
FFHCJIBM_00960	CDS	1113				hypothetical protein
FFHCJIBM_00961	CDS	1545	rocB		COG4187	Protein RocB
FFHCJIBM_00962	CDS	450				hypothetical protein
FFHCJIBM_00963	CDS	441				hypothetical protein
FFHCJIBM_00964	CDS	1398				hypothetical protein
FFHCJIBM_00965	CDS	423				hypothetical protein
FFHCJIBM_00966	CDS	588				hypothetical protein
FFHCJIBM_00967	CDS	1152	sfsA			Sugar fermentation stimulation protein A
FFHCJIBM_00968	CDS	840	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
FFHCJIBM_00969	CDS	843	rhaS			HTH-type transcriptional activator RhaS
FFHCJIBM_00970	CDS	2283	leuC	4.2.1.33		3-isopropylmalate dehydratase large subunit
FFHCJIBM_00971	CDS	1344	gltA	2.3.3.16	COG0372	Citrate synthase
FFHCJIBM_00972	CDS	996	icd	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
FFHCJIBM_00973	CDS	960	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
FFHCJIBM_00974	CDS	732	budA	4.1.1.5		Alpha-acetolactate decarboxylase
FFHCJIBM_00975	CDS	1380				hypothetical protein
FFHCJIBM_00976	CDS	792				hypothetical protein
FFHCJIBM_00977	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
FFHCJIBM_00978	CDS	1920	gyrB	5.6.2.3	COG0187	DNA gyrase subunit B
FFHCJIBM_00979	CDS	264				hypothetical protein
FFHCJIBM_00980	CDS	903				hypothetical protein
FFHCJIBM_00981	CDS	1113	recF_1		COG1195	DNA replication and repair protein RecF
FFHCJIBM_00982	CDS	219				hypothetical protein
FFHCJIBM_00983	CDS	1116	dnaN		COG0592	Beta sliding clamp
FFHCJIBM_00984	CDS	1527	dnaA		COG0593	Chromosomal replication initiator protein DnaA
FFHCJIBM_00985	CDS	354	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
FFHCJIBM_00986	CDS	690	yidC2		COG0706	Membrane protein insertase YidC 2
FFHCJIBM_00987	CDS	792				hypothetical protein
FFHCJIBM_00988	CDS	1377	mnmE	3.6.5.-	COG0486	tRNA modification GTPase MnmE
FFHCJIBM_00989	CDS	1890	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
FFHCJIBM_00990	CDS	711	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
FFHCJIBM_00991	CDS	1146				hypothetical protein
FFHCJIBM_00992	CDS	1239	yhjX			putative MFS-type transporter YhjX
FFHCJIBM_00993	CDS	762	lacR			Lactose phosphotransferase system repressor
FFHCJIBM_00994	CDS	906	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
FFHCJIBM_00995	CDS	1950	fruA		COG1299	PTS system fructose-specific EIIABC component
FFHCJIBM_00996	CDS	258	ptsH			Phosphocarrier protein HPr
FFHCJIBM_00997	CDS	1632	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
FFHCJIBM_00998	CDS	816	glnH_4		COG0834	Glutamine-binding periplasmic protein
FFHCJIBM_00999	CDS	1407				hypothetical protein
FFHCJIBM_01000	CDS	6060				hypothetical protein
FFHCJIBM_01001	CDS	348				hypothetical protein
FFHCJIBM_01002	CDS	975	panS_3		COG0385	Pantothenate precursors transporter PanS
FFHCJIBM_01003	CDS	846	panC	6.3.2.1	COG0414	Pantothenate synthetase
FFHCJIBM_01004	CDS	300				hypothetical protein
FFHCJIBM_01005	CDS	627				hypothetical protein
FFHCJIBM_01006	CDS	285				hypothetical protein
FFHCJIBM_01007	CDS	390				hypothetical protein
FFHCJIBM_01008	CDS	708	sphR		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
FFHCJIBM_01009	CDS	1149	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
FFHCJIBM_01010	CDS	2850	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
FFHCJIBM_01011	CDS	321	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
FFHCJIBM_01012	CDS	429				hypothetical protein
FFHCJIBM_01013	CDS	414				hypothetical protein
FFHCJIBM_01014	CDS	744				hypothetical protein
FFHCJIBM_01015	CDS	1125		1.-.-.-		NADH oxidase
FFHCJIBM_01016	CDS	1284	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
FFHCJIBM_01017	CDS	654				hypothetical protein
FFHCJIBM_01018	CDS	852	spo0J		COG1475	Stage 0 sporulation protein J
FFHCJIBM_01019	CDS	531				hypothetical protein
FFHCJIBM_01020	CDS	1023				hypothetical protein
FFHCJIBM_01021	CDS	1170				hypothetical protein
FFHCJIBM_01022	CDS	723				hypothetical protein
FFHCJIBM_01023	CDS	555	polC_2	2.7.7.7	COG2176	DNA polymerase III PolC-type
FFHCJIBM_01024	CDS	1215				hypothetical protein
FFHCJIBM_01025	CDS	435	slyA_1		COG1846	Transcriptional regulator SlyA
FFHCJIBM_01026	CDS	948	hpr	1.1.1.81	COG1052	Hydroxypyruvate reductase
FFHCJIBM_01027	CDS	1080	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
FFHCJIBM_01028	CDS	1287	dgoT			D-galactonate transporter
FFHCJIBM_01029	CDS	945	kdgK_1	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
FFHCJIBM_01030	CDS	639	kdgA_1		COG0800	KHG/KDPG aldolase
FFHCJIBM_01031	CDS	690	rspR		COG1802	HTH-type transcriptional repressor RspR
FFHCJIBM_01032	CDS	996			COG1609	HTH-type transcriptional regulator
FFHCJIBM_01033	CDS	1410	uxaC	5.3.1.12	COG1904	Uronate isomerase
FFHCJIBM_01034	CDS	1458	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
FFHCJIBM_01035	CDS	1491	uxaA	4.2.1.7	COG2721	Altronate dehydratase
FFHCJIBM_01036	CDS	1434	yjmB		COG2211	putative symporter YjmB
FFHCJIBM_01037	CDS	435				hypothetical protein
FFHCJIBM_01038	CDS	948	kdgK_2	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
FFHCJIBM_01039	CDS	639	kdgA_2		COG0800	KHG/KDPG aldolase
FFHCJIBM_01040	CDS	345				hypothetical protein
FFHCJIBM_01041	CDS	441	ywnA_1		COG1959	Putative HTH-type transcriptional regulator YwnA
FFHCJIBM_01042	CDS	588				hypothetical protein
FFHCJIBM_01043	CDS	1299				hypothetical protein
FFHCJIBM_01044	CDS	2091				hypothetical protein
FFHCJIBM_01045	CDS	1455	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
FFHCJIBM_01046	CDS	258				hypothetical protein
FFHCJIBM_01047	CDS	702	norV_1		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
FFHCJIBM_01048	CDS	621				hypothetical protein
FFHCJIBM_01049	CDS	576	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
FFHCJIBM_01050	CDS	3744	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
FFHCJIBM_01051	CDS	285	rpsF		COG0360	30S ribosomal protein S6
FFHCJIBM_01052	CDS	441				Single-stranded DNA-binding protein
FFHCJIBM_01053	CDS	231	rpsR			30S ribosomal protein S18
FFHCJIBM_01054	CDS	1257	guaD	3.5.4.3	COG0402	Guanine deaminase
FFHCJIBM_01055	CDS	897		2.7.1.-	COG1597	Putative lipid kinase
FFHCJIBM_01056	CDS	1608	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
FFHCJIBM_01057	CDS	1005	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
FFHCJIBM_01058	CDS	996				hypothetical protein
FFHCJIBM_01059	CDS	630				hypothetical protein
FFHCJIBM_01060	CDS	1329	uacT		COG2233	Uric acid transporter UacT
FFHCJIBM_01061	CDS	1134				hypothetical protein
FFHCJIBM_01062	CDS	399				hypothetical protein
FFHCJIBM_01063	CDS	282				hypothetical protein
FFHCJIBM_01064	CDS	1347	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
FFHCJIBM_01065	CDS	669	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
FFHCJIBM_01066	CDS	567	bioY		COG1268	Biotin transporter BioY
FFHCJIBM_01067	CDS	1026	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
FFHCJIBM_01068	CDS	558	mntP		COG1971	putative manganese efflux pump MntP
FFHCJIBM_01069	CDS	1353				hypothetical protein
FFHCJIBM_01070	CDS	789				hypothetical protein
FFHCJIBM_01071	CDS	570				hypothetical protein
FFHCJIBM_01072	CDS	561	bar	2.3.1.183		Phosphinothricin N-acetyltransferase
FFHCJIBM_01073	tRNA	76				tRNA-Thr(cgt)
FFHCJIBM_01074	rRNA	1562				16S ribosomal RNA
FFHCJIBM_01075	tRNA	76				tRNA-Ala(tgc)
FFHCJIBM_01076	rRNA	2909				23S ribosomal RNA
FFHCJIBM_01077	rRNA	109				5S ribosomal RNA
FFHCJIBM_01078	CDS	456				IS200/IS605 family transposase ISDha13
FFHCJIBM_01079	CDS	144				hypothetical protein
FFHCJIBM_01080	CDS	147				hypothetical protein
FFHCJIBM_01081	CDS	1347	pucK		COG2233	Uric acid permease PucK
FFHCJIBM_01082	CDS	951	arcC1	2.7.2.2		Carbamate kinase 1
FFHCJIBM_01083	CDS	1194	ygeW	2.1.3.-	COG0078	Putative carbamoyltransferase YgeW
FFHCJIBM_01084	CDS	1320	dapE	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
FFHCJIBM_01085	CDS	1209	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
FFHCJIBM_01086	CDS	639				hypothetical protein
